Country Name;Country Code;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
IDA & IBRD total;IBT;44,53231812;46,0857811;47,52003098;49,19121933;49,77244186;51,05664063;52,05820084;53,81027985;55,18891907;56,45170975;57,72127151;58,93798065;60,74357986;62,60506821;64,09339142;65,58029938;66,75414276;67,81497955;69,45848846;70,58676147;70,61434937;70,93518829;70,61763;71,42868805;71,93666077;72,44090271;73,1002121;73,74234772;73,71759033;73,98976898
IDA total;IDA;23,87656021;24,56085014;25,14472961;26,05462074;26,61537933;27,44664955;28,5069809;29,30628967;30,45980072;30,98947906;31,8400898;33,10686874;33,73410034;35,27170944;36,81367874;38,53136063;39,52338028;40,84632874;42,22085953;42,06940842;43,1467514;43,7213707;44,14941025;45,28768158;45,99953842;46,63391876;46,84944916;47,1027298;47,94498062;48,8147583
IDA blend;IDB;25,75234032;26,17555046;26,15835953;26,04948997;25,84078979;26,08122063;27,13744926;27,32162094;28,64315987;30,31381035;31,0211792;32,74003983;32,85797119;34,66616821;36,33573151;37,72985077;38,07141876;39,34988022;42,07979965;40,21139908;41,61685181;40,94791031;41,15037918;42,56735992;44,09822845;44,82606125;45,23091888;45,82268906;48,46939087;50,63563919
Indonesia;IDN;43,95917892;46,77315903;;;53,69100189;55,12570953;56,16918945;57,8687706;60,98120117;63,40451813;61,9548912;65,5009613;72,84532928;70,64633179;75,00306702;76,54138184;78,83477783;81,49291992;80,83734008;83,3549901;88,01264945;89,09995796;91,84763489;93,7541308;95,94207672;97,2526259;98,30411724;98,18547426;97,40467053;98,66917075
IDA only;IDX;22,55581093;23,37015915;24,27351952;25,7446804;26,72904015;27,90103912;28,96670914;30,12253952;31,17284012;31,07807922;32,01964951;33,02853012;33,95547104;35,33192825;36,7950592;38,68437958;40,05167007;41,41088104;42,06060028;42,9096489;43,86375046;45,16598129;45,79066849;46,81245041;47,13964844;47,76924133;47,94915009;47,95795822;48,06153107;48,22568893
Isle of Man;IMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;;;;;;38,91181946;38,79996872;41,32506943;45,59928894;47,27157974;50,21205139;51,3902092;54,44903946;58,16682816;58,65073013;62,34379959;64,62439728;67,49369812;69,25536346;74,75399017;74,3924408;75,82337189;74,22363281;75,5565033;75,64169312;76,90185817;78,6777288;80,9193633;79,21237938;78,71826861
Not classified;INX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;;;;;;109,5493622;109,8085709;111,2924576;112,4723282;113,6817627;114,5626526;113,7627563;115,0100021;114,9886398;118,5281372;121,6574707;118,0788879;119,3813324;;118,2979279;118,6520386;118,6133804;124,2928772;165,3072815;144,5214844;141,9746399;141,5817108;139,450531;;
Iran, Islamic Rep.;IRN;61,64780045;;66,36923981;;70,12426758;71,06025696;70,84684753;71,37880707;71,25100708;72,56645966;73,10089874;75,41149139;76,95365143;78,55600739;79,40146637;77,72810364;79,69593811;80,8130188;79,71134186;80,56909943;80,80467987;82,11952209;81,72380066;;;84,96040344;;;;
Iraq;IRQ;;29,78129959;;;26,19868088;27,8302002;27,45314026;;33,34608841;35,82712936;;;42,75043106;;;;;;;;;;;;;;;;;
Iceland;ISL;;;;;;112,4188919;113,2514114;116,6978531;119,9573822;109,3479996;109,6655807;109,6664505;109,7649307;108,088829;108,1484222;109,9661484;110,5684814;113,3432312;123,8169632;122,3198471;120,2645187;116,968399;114,6798172;113,7833176;110,0452118;108,8781662;112,9996109;110,1785507;106,3208313;
Israel;ISR;;;;;;98,10218048;97,56404114;98,74059296;97,3927536;97,33571625;96,90354919;96,76599884;96,51750183;95,84101868;96,7854538;97,52896118;97,06208801;97,01959991;97,27030182;96,85913849;96,50524139;97,26032257;96,81472778;97,26273346;96,88218689;96,64417267;97,38910675;96,89698792;96,71589661;
Italy;ITA;;;;;;92,84879303;96,09703827;97,03598785;98,17429352;98,7184906;98,82906342;99,11884308;99,36318207;99,83155823;99,87661743;101,0483704;101,0195923;99,97553253;100,5412064;100,5332794;100,5699081;100,3215866;100,2852936;100,7014389;100,9297104;101,0735779;101,2457123;100,9243698;100,4019165;
Jamaica;JAM;;;;;82,630867;82,19898224;82,04328918;82,46363068;82,3553772;86,86733246;86,22421265;;88,48590088;90,27661896;90,9492569;92,56384437;94,70088196;;88,00267536;89,16112729;87,8180659;89,57992903;86,05444177;84,73998657;86,30513202;83,55661011;86,62203776;82,86717224;85,60445661;
Jordan;JOR;;;;;;;;84,95922852;85,05840302;84,63067627;85,53842163;88,35800934;89,50344086;90,51307678;;90,19255066;90,56578064;89,99694061;90,00586571;91,98264538;;;91,51370356;92,48914512;92,54256295;93,08584296;92,84402732;93,49885329;93,19093582;92,9268253
Japan;JPN;;;;;;;;;;;;;;;;;;;102,0347137;101,9906693;102,3008728;101,5527267;102,1241226;102,5603027;102,6811676;102,8291931;102,3170395;102,4779282;102,4315872;
Kazakhstan;KAZ;;;90,62493896;86,57559967;87,71704102;89,1025238;;;;;;96,47522736;;;;97,10183744;97,73605631;98,20576178;97,50529609;98,88253408;99,29997615;98,01078323;96,69593284;96,24884864;96,75887091;91,68163144;93,92231877;93,69818372;94,8671029;96,74451966
Kenya;KEN;;;;;39,29296875;39,7841301;40,21210098;40,74472046;43,91859818;45,29244995;45,94710159;46,93470001;47,25120163;54,29336166;54,57183075;;;;;;70,18744414;73,1205739;;;;;79,6603134;83,43371976;84,75053398;
Kyrgyz Republic;KGZ;;;;;78,66520691;80,09496307;80,11734772;79,49848938;84,76304626;83,44548798;82,17188263;82,45805359;82,8428421;;88,72437286;87,37958154;87,4421175;87,00416322;87,84196778;89,51270327;89,38033923;90,29726231;89,74826533;91,05943508;91,50098353;92,16807693;93,19613185;;92,10275096;92,52324157
Cambodia;KHM;;;;11,74001026;11,44729996;12,77433014;14,57575035;17,95051956;21,73208046;25,36310005;;34,38068008;37,61497116;40,84870911;;;;;;;;;51,20547473;53,09274469;53,31770808;54,52854156;59,18885209;59,85029324;60,33435239;63,09866735
Kiribati;KIR;43,41230011;46,61878967;;46,93095016;61,6027298;68,3258667;81,14555359;85,81144714;93,31575775;93,26322174;89,70852661;89,50727081;88,78819275;85,37497711;;;;;;;;;;;;;93,46366035;95,04847645;100,551572;94,41977692
St. Kitts and Nevis;KNA;;;;;;106,4130936;96,74725342;95,02641296;96,12126923;92,43390656;93,40505219;;110,2803726;111,5326996;110,2667313;107,334343;109,3434296;92,77168274;128,9447174;112,2627029;115,6200485;118,1718063;120,649652;117,7390259;112,3030303;108,3636364;118,4082565;115,0030998;130,7277628;
Korea, Rep.;KOR;;;;;;98,21060944;97,94381714;97,40448761;97,20585632;97,23993683;97,57273102;96,90879059;96,78463745;96,4076004;96,92414093;97,31141663;97,46173859;97,28575134;97,6339798;98,35305786;98,37322998;98,45348358;98,77144623;98,8866806;97,92514038;96,61901093;97,76450348;97,56691742;95,96907043;
Kuwait;KWT;91,59680176;92,92549133;89,49507904;88,09468842;87,94435883;88,51625061;90,23638916;;98,5272522;103,8320923;113,6763916;103,8991623;102,4242706;102,2765579;102,0156708;101,8460716;98,81082916;103,8511597;99,46793365;96,99017334;99,77932739;;;;;;;;;
Latin America & Caribbean (excluding high income);LAC;;;;;81,05693817;82,26701355;83,41004944;90,78726196;88,22366333;89,9176178;90,24891663;88,47762299;89,8340683;91,10977173;92,06549072;92,92243195;93,24697113;93,04618835;97,58753204;97,71627808;97,80513763;98,82195282;99,10991669;100,2218628;100,3794479;99,87332153;100,7214966;100,0819321;100,3804474;100,7668686
Lao PDR;LAO;19,10853004;19,2940197;20,74206924;22,95509911;25,49914932;27,40181923;29,29670906;31,91444969;34,5732193;36,4361496;37,0475502;36,88373947;37,83559036;39,2269516;40,98416901;42,87171173;42,42169048;45,52595139;49,42977226;55,23516083;59,77223269;62,26669856;63,54691207;63,82982513;62,77551004;60,64652199;58,38346915;55,91719275;53,25683022;50,99772171
Lebanon;LBN;58,32764053;59,06031036;60,00954819;66,02085114;65,20655823;65,98069;64,36238098;66,05249023;68,1703186;69,56520081;70,13189697;70,99334717;72,40310669;72,98552704;75,20828247;74,98439439;78,09645688;76,13238485;74,7805922;62,10518423;60,3778898;62,35143895;66,12012819;68,21921255;69,52878318;70,29386776;71,17741218;68,03299567;66,73727727;67,54498291
Liberia;LBR;;;;;23,26672935;28,43935966;;;;;;;;;;;38,80598831;;;31,78520966;31,3665905;;;;;37,02209854;;;;
Libya;LBY;;;;;;;;114,3086472;110,3006134;;102,0426788;105,5841599;;;;;;;;;;;;;;;;;;
St. Lucia;LCA;;;75,95446014;;75,64726257;81,7228775;83,21572876;84,75466919;85,16295624;75,58126068;87,27250671;91,78813171;94,52706909;98,52424622;100,3306808;98,46996307;97,1251297;94,16472626;92,73544312;91,82176208;91,95467377;91,55516815;90,83470154;90,48719788;88,68403625;89,33615112;;91,61418915;90,53324127;91,62176256
Latin America & Caribbean;LCN;;;;;80,43260956;81,78920746;83,05101013;90,01468658;87,74893951;89,40522766;89,80213165;88,29923248;89,54833984;90,78605652;91,66664886;92,54850769;92,88204956;92,79975891;97,50871277;97,60469055;97,64650726;98,43241882;98,65453339;99,80229187;100,1048584;99,71900177;100,6884079;100,2039413;100,5388565;100,9046402
Least developed countries: UN classification;LDC;18,30361938;19,36672974;20,36385918;21,81932068;22,90794945;24,19829941;25,37820053;26,61170006;27,13574028;26,91963005;27,85817909;28,90916061;29,81340981;31,25597954;32,82868958;34,84851837;36,16456985;37,69300842;39,06130981;40,31285095;41,34413147;42,84759903;43,53001022;44,51448059;44,79788971;45,52256012;45,6659317;45,67583847;45,43484879;45,55131912
Low income;LIC;18,0597496;18,0396595;18,11939049;18,60370064;18,82773018;19,2532196;19,99966049;20,83798981;22,40064049;23,31150055;24,35222054;25,75424004;26,7282505;28,44050026;29,85985947;31,23941994;32,57796097;33,68325043;33,17795181;33,68161011;34,08837128;34,59613037;35,3164711;35,7923584;36,24737167;36,82191849;37,49008179;37,7314682;;
Liechtenstein;LIE;;;;;;;;;103,1712494;103,8596497;99,65254211;99,65705872;99,38524628;100,2708206;97,84657288;100;101,0673828;101,4656906;;103,2742233;101,7217636;101,9067764;105,0651169;101,6411438;110,0074692;110,2040787;109,0909119;;;
Sri Lanka;LKA;90,40341187;;;;;;;;;;;;;;;92,70517731;95,11206055;97,18499756;97,88602325;96,14116977;97,21242962;96,52535105;97,50626353;99,205092;;;91,9800638;90,64919557;90,44911653;
Lower middle income;LMC;34,20518112;35,03264999;36,47330093;37,86788177;37,54238892;39,22423935;39,75215912;41,43199158;43,97031021;45,01382065;46,63628006;47,58383179;49,21789169;51,4932785;52,33520889;54,89841843;56,61650085;58,60438156;60,52030182;62,89112854;63,35544968;64,33695221;63,751091;64,99275208;65,54406738;66,47168732;67,2521286;68,32476044;68,20349884;68,23590088
Low & middle income;LMY;44,02228165;45,6044693;47,04449844;48,76570892;49,3453598;50,63653183;51,6389389;53,3950119;54,79747009;56,11291122;57,3966217;58,62184143;60,45907974;62,31512833;63,80809021;65,30590057;66,49672699;67,57180786;69,14958954;70,31581116;70,36284637;70,7101593;70,39942169;71,20897675;71,71321106;72,16000366;72,82367706;73,48275757;73,44786072;73,66351318
Lesotho;LSO;;32,86349106;33,70660019;33,80181122;32,67797089;32,28699875;33,59864044;34,8072319;35,64479065;38,17298126;40,78646088;42,65327835;46,93386841;51,01676941;56,78466034;62,8373909;65,86303711;68,14608002;65,93668365;66,7313219;67,82707744;65,097229;68,13875186;;;;;;;
Late-demographic dividend;LTE;60,1445694;62,64796066;64,50460815;66,57949829;68,00399017;68,78582001;70,50727844;72,55075073;72,5063324;74,65203094;76,97730255;79,07028198;82,06062317;85,30413055;89,27346039;90,244133;91,54525757;91,70023346;93,93772888;93,07543182;92,08400726;91,41696167;91,23390961;92,10665894;93,15836334;93,23265076;94,10372925;94,36065674;94,53933716;94,89914703
Lithuania;LTU;;;;;;96,55097961;99,29354095;101,3289566;103,7052231;102,5793228;104,1657562;106,6622009;106,7779694;106,1659698;104,7501907;104,1203995;104,5554504;104,1540222;106,4457169;100,1411896;100,0287628;99,68875885;100,8872223;101,501152;102,3568192;104,9419098;107,6621017;105,1734085;104,3554993;
Luxembourg;LUX;;;;;;101,5201721;98,18530273;97,94950867;97,59372711;97,048172;96,69654846;96,5267334;96,65583801;97,30214691;;101,5033188;101,8199081;102,3345871;104,8028336;105,4329376;106,3865738;107,9129105;108,2305679;108,7867584;107,631691;107,65242;107,4863892;109,0184479;108,6856689;
Latvia;LVA;;;;;;91,38500214;93,53707123;95,32898712;96,06788635;98,83236694;102,4117279;103,948349;105,0117264;105,7597885;99,78134918;102,1149902;103,9788666;104,8457413;112,9356766;112,1997299;111,1741486;110,4340668;110,1625214;108,5845718;107,5708694;106,1996994;106,5402832;105,172348;102,4851074;
Macao SAR, China;MAC;;;;;;;83,91622925;87,18096924;90,67414093;94,26925659;93,47393036;93,92497253;94,67954254;90,46389008;90,11663055;91,42674659;94,61522266;96,97514899;97,05952381;100,9276316;101,7746479;101,9779412;98,51851852;93,80291971;91,81751825;89,98591549;88,92;89,57051282;91,79874214;94,5308642
St. Martin (French part);MAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;31,91477013;32,37918091;32,97574997;32,6510582;33,42998123;35,16725922;36,75452042;38,58021927;40,52550888;43,49723816;45,70389938;48,98387146;52,1271019;54,17335129;56,94324112;59,21415718;61,60584182;63,78061496;;;;;74,25469799;75,26083858;76,57400509;78,19026674;79,29709198;83,27063291;87,22271717;91,25372117
Monaco;MCO;153,7540741;160,4166718;160,3960419;154,5951843;159,9128571;162,0652161;;;;;;;;145,8669434;;;;;;;;151,9011383;;;;;;;;159,4216461
Moldova;MDA;;;;;;;;;;;;;;;;89,02747365;88,66705886;88,9615898;88,9174917;105,1298384;105,8212753;106,3593465;94,10812755;95,41696856;95,03637933;95,90127575;96,21820411;97,39203223;96,99690975;99,32013006
Madagascar;MDG;;;;;;;;;;;20,12457085;22,55224991;24,87747002;26,98266029;28,01639938;;33,63895035;34,95199199;;35,82715145;36,25675964;36,28224182;35,2360569;35,37103276;33,61426921;;35,25802223;;;
Maldives;MDV;55,67210007;58,95214081;69,26499939;36,65565872;43,01913834;55,13088989;65,13995361;67,69542694;73,79631042;74,39230347;;;;;;79,97235182;84,00120337;79,41343068;75,83278473;79,86350476;80,74217628;78,78563495;79,15084308;84,46444702;78,89697266;77,44760479;;79,14637483;84,98935231;
Middle East, North Africa, Afghanistan & Pakistan;MEA;42,36294174;42,44628143;43,63948059;44,74459839;45,58919907;46,24409866;46,69514847;47,10256958;47,81459045;48,86582184;48,96228027;50,94039917;50,94475174;51,21192169;52,26156998;52,19701004;53,52479935;53,55371094;52,07183075;53,01811981;53,89075851;54,90652084;55,01100159;56,38399887;57,31417084;57,9312706;58,56430817;59,69289017;61,68294144;63,66778183
Mexico;MEX;;;;;;71,62851715;73,87802124;76,84053802;81,29891205;82,19628906;83,11192322;85,44898224;87,00507355;89,31018829;89,40265656;90,57965088;91,53067017;93,81227112;96,09092712;100,2760773;104,4953232;106,8244476;109,0833893;110,5109787;110,3866501;107,4803391;103,9725266;104,8212891;108,7009125;
Marshall Islands;MHL;;;;;74,77612305;;;79,48976898;76,24640656;79,44869232;73,95683289;79,86068726;83,45459747;88,78748322;86,50347137;;;;;;87,44423085;89,34108654;;;97,88639375;99,96646269;101,5389868;88,83882087;96,0382023;91,25861545
Middle income;MIC;46,17314911;47,91788864;49,47039032;51,29642868;51,94950104;53,36273956;54,43481827;56,33135986;57,83618164;59,2899704;60,71725845;62,06819916;64,14491272;66,17440796;67,84433746;69,50769806;70,79248047;71,98789215;74,00318909;75,28855133;75,41281128;75,86136627;75,50173187;76,46206665;77,09738922;77,69149017;78,44911194;79,2579422;79,35295868;79,56945038
North Macedonia;MKD;;;;;;82,19567871;83,03604126;82,9886322;82,7274704;82,2482605;82,70810699;;82,74874115;82,39956665;82,88118744;84,70188141;;85,5202713;83,0644989;82,91233826;84,55056;;83,63128662;82,52748871;81,70436096;81,92256165;84,26631165;91,67128754;90,17371368;
Mali;MLI;6,414430141;6,969260216;7,344190121;8,110050201;9,412240028;11,18262005;;;13,89116001;15,97970009;17,66814995;19,10236931;21,89985085;24,27453041;26,89291;29,87368586;31,85131007;;34,54025744;35,12660955;34,49886473;34,19179357;34,44797319;34,2633936;;;;;37,13075604;
Malta;MLT;;;;;;90,71910858;88,7702179;90,53450775;92,93092346;101,2322617;99,24565887;95,97332764;97,95404816;99,77892303;;99,73075867;94,67694092;96,58235931;97,65853882;97,9214325;97,61858368;96,16989899;102,4215088;104,6044006;105,4124069;104,4329071;103,6113815;102,90802;103,85112;
Myanmar;MMR;;;;;35,77278137;41,07678986;39,82516098;41,0750618;41,44887161;44,08657837;45,8263588;47,88433838;48,29541016;;51,38859177;53,15745163;;;;58,97364044;;72,27707672;77,09761047;81,88149261;;;;;;
Middle East, North Africa, Afghanistan & Pakistan (excluding high income);MNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Montenegro;MNE;;;;;;;;;92,34017944;90,93890381;92,13680267;93,04429626;93,16217804;99,49877167;96,19625092;99,59411621;93,35681152;92,93273163;;;92,00227356;90,62029266;90,5475235;91,41770935;92,19676971;92,78983307;93,8239975;93,45081329;95,14523315;
Mongolia;MNG;70,0114975;70,15348816;68,22782135;68,00695038;64,85684204;67,81526184;74,93238068;79,74494171;86,77545166;92,52850342;96,341362;96,3707962;;;101,9668732;94,40071869;;;;;;;;93,39134637;91,11797908;99,01203951;101,7673684;96,30421936;99,36729966;
Northern Mariana Islands;MNP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mozambique;MOZ;5,674280167;;;;3,892169952;4,546800137;5,153600216;6,495810032;;8,651539803;10,5513401;12,67798042;15,07291031;17,23250008;20,20178032;22,53054132;24,07216185;24,09559567;32,58332825;32,21834183;32,98527908;;35,29944992;;;;;;;
Mauritania;MRT;11,08810043;10,68743038;10,91238976;13,66366959;14,44266987;15,13920021;17,71710968;17,85540962;19,23718071;20,13361931;20,71809006;20,94352913;;17,19872093;17,87607002;18,2780304;20,12224007;23,96879188;27,91437593;28,03964853;28,82314659;30,52435635;30,7430805;34,75493091;37,57356386;36,17893256;;;;
Mauritius;MUS;;;;;;;79,24263763;82,48995209;85,37905884;85,84647369;87,76648712;88,27619934;88,22357178;87,83804321;88,41381836;88,71646881;90,42357635;94,08299631;95,04319763;97,91719132;95,91869943;96,65785583;95,62649353;93,81972944;94,08949658;91,3439926;;;;93,38694609
Malawi;MWI;18,76462936;19,35224915;;;29,78310966;26,20989037;27,50690079;26,63179016;;24,99106979;24,85802078;26,8940506;26,48093033;28,90090942;30,15891075;31,20232792;32,43091587;32,31578814;35,4070172;37,20845394;37,63790164;35,69168091;39,02892518;38,17344966;31,94713766;43,95451787;36,1013396;35,86262817;37,25640523;
Malaysia;MYS;70,0141983;;71,54669952;83,75694275;81,7059021;80,81842041;80,01833344;80,01274872;86,73799896;87,05658722;81,40641785;80,29045105;78,20317841;78,79464722;78,86679077;81,11282349;81,94824219;84,82746887;85,40705872;88,87425995;87,35106659;84,73085022;83,27140045;79,45101166;79,94117737;77,40476227;78,5013408;82,29865048;82,64229418;81,53576224
North America;NAC;;;;;95,58867645;95,56981659;95,15618896;94,70822144;95,57953644;96,44451141;96,228508;94,94944;95,17656708;95,42060852;96,49925232;96,56481934;96,69863892;97,55377197;97,67310333;98,77996063;99,36878204;99,63491058;99,85843658;99,93771362;100,2487106;100,3974075;102,0645523;99,50942993;97,2571106;97,55322266
Namibia;NAM;62,54589844;62,15876007;63,29816055;62,9569397;63,75796127;66,34250641;70,49653625;68,46185303;67,73034668;67,10269165;65,84674072;65,46166229;66,37806702;;;71,58500496;75,90209993;77,42358352;79,12453127;79,87381232;81,74153434;82,46288319;82,91872879;82,44479179;83,39972069;87,2617412;87,14987885;86,19800831;86,20679621;86,3728889
New Caledonia;NCL;;;99,02694702;;;;;;;;;;;;;;;;;;;;;;;;;;;
Niger;NER;;4,334290028;4,578790188;4,663030148;4,978149891;4,988910198;4,954249859;4,938310146;5,460889816;6,572939873;7,394440174;8,457289696;8,04238987;8,251409531;8,631999969;10,54675447;10,91682924;12,10013627;13,19051593;15,04096267;16,65762911;19,44385585;20,30427939;;;;;;20,6873225;19,53799347
Nigeria;NGA;;;;;21,58461952;21,74875069;23,84506035;24,82419968;;30,03856087;30,58820915;29,7225399;26,4539299;30,57250023;34,57099152;39,00849152;39,64064026;42,42702103;50,33179092;40,3631897;41,86759186;37,27626038;;39,44279099;;43,91408157;45,17876053;;47,40615082;
Nicaragua;NIC;;;;50,07197189;55,6315918;56,86077118;60,04779816;64,39382935;;68,60758209;71,90724182;72,61884308;75,91134644;74,74804688;;74,4894104;;;;;;;;;;;;;70,66655731;
Netherlands;NLD;;;;;;120,9411163;121,7407532;119,2933731;119,2508621;116,0859299;116,514122;117,2781067;118,6061096;120,3820724;121,7433929;123,6553192;128,919281;110,3433533;;;114,7591476;113,6145782;115,7963715;114,8275909;115,0971222;136,9404449;136,8654175;140,9894409;140,8391571;
Norway;NOR;;;;;;118,0781021;116,0614319;114,66008;114,7267532;115,8985138;112,2022018;111,2596207;110,9085312;110,2936096;109,753891;112,2109985;112,6866302;111,2704926;112,6204224;111,3588409;113,4964981;114,9150696;115,0617294;115,5963135;116,8497696;117,2541885;117,8288879;117,9322586;116,642189;
Nepal;NPL;29,60293961;33,11024094;;;26,81244087;28,12998962;30,64442062;34,26591873;35,83311081;;40,96315002;39,26742935;39,51538849;45,70764923;46,50785065;55,05150986;59,23041153;64,42513275;67,10507965;69,37741089;70,68791199;73,95533752;77,74812317;;84,22399139;87,49182892;85,64098737;84,91713563;90,7214299;90,88993129
Nauru;NRU;;;;;;50,77574158;45,1008606;45,61663818;49,01961136;39,70148849;45,10385895;62,74217987;54,3778801;66,87898254;;;;81,63265228;;84,70587921;;79,61782837;;;91,05812073;86,91728973;;100,4213486;93,06667328;92,82115959
New Zealand;NZL;;;;;;115,4553375;;121,6386719;123,2096176;118,7535172;122,798378;120,1782303;120,4255066;120,2246017;126,9878769;121,5789032;121,2133408;120,0569534;119,2448883;119,4166031;118,0877228;117,25634;116,7137527;116,2039871;123,9412613;120,2923126;120,6554718;117,8638763;117,2714081;
OECD members;OED;;;;;93,74491119;94,20243073;95,47427368;96,21505737;97,26909637;97,01348877;97,7831192;97,83827972;98,33190155;98,85888672;98,657547;99,73287201;99,9333725;99,74152374;104,2458115;105,3194733;105,9357376;106,1981201;106,952301;106,9450073;106,9352112;106,7775726;107,0169601;106,403389;106,0055008;106,08255
Oman;OMN;;;;;;77,72382355;79,82009125;80,86103058;82,2718811;;85,89835358;88,34519958;90,86904907;92,03752899;96,93094635;;115,3941915;111,0242705;110,31277;;101,5873362;100,6385732;101,1508224;103,0414811;101,2255405;93,53295957;93,27104779;91,19146928;;
Other small states;OSS;49,57432938;49,77058029;51,24930954;53,10152054;51,37382126;52,52685928;53,4910202;54,516819;57,36957932;57,10977936;58,44514847;59,8727684;61,35562134;62,14033127;63,62322998;66,50850677;65,37463379;67,03910828;68,05319214;69,32460022;70,25431824;71,19389343;72,4134903;73,37359619;74,34773254;74,92671967;75,54892731;75,74260712;;
Pakistan;PAK;;;;;;;;;;;;23,85283089;25,11380959;25,19252968;25,6888504;25,45821592;25,39493807;25,75287056;26,39954254;28,56008935;30,32510405;31,73991039;31,25632218;33,7539426;35,57368656;;36,78488927;37,4490105;39,58796955;46,48354154
Panama;PAN;;;;;66,24210358;66,31387329;68,73148346;70,03933716;;69,91159058;70,02449799;70,20127106;70,26061249;71,54685974;73,21639252;74,41978506;74,72383132;;79,21330261;79,22975922;79,0192337;84,13668823;79,07852173;;;;;;;
Peru;PER;65,52163696;;;75,07447052;75,93068695;77,79103088;80,66750336;81,86305237;75,75393677;80,44023132;81,22279358;84,43818665;87,31027222;88,64420319;91,32456207;93,73246765;94,89893341;92,84100342;98,57907867;97,20617676;98,06742096;100,1649094;99,50537109;98,66963959;98,89041138;100,0809326;102,3256836;103,6521912;113,164917;
Philippines;PHL;;;;74,56793213;73,96958923;;74,76721954;79,5809021;81,65818024;83,65506744;83,67626953;82,15936279;81,86865997;82,49008942;84,3866272;;;;;85,45556724;85,52486921;86,08836666;84,25282288;82,48221756;87,63087278;89,60990096;87,93615201;93,85651824;92,20521079;86,11545882
Palau;PLW;;;;;108,6065598;91,92735291;;;;97,86325073;;;;;;;;;109,3333282;112,4645892;;;;;;160,326889;105,0651169;88,55932203;97,61904762;
Papua New Guinea;PNG;10,94775963;;;16,86282921;;;;;;;;;;;;;;32,68794799;;;;;;40,42334671;41,56785771;40,46034086;48,94095657;;48,17802911;
Poland;POL;;;;;;99,66864014;100,4865723;102,0794601;104,0525589;99,05110168;100,7008133;99,78986359;99,59845734;99,41512299;99,13871765;99,62039948;99,93451691;99,88799286;109,3921585;107,9651794;107,5559769;107,4973068;108,0016098;109,4598312;108,7602768;112,3178406;109,8340988;107,5679398;107,9109268;
Pre-demographic dividend;PRE;17,01538086;17,03697014;17,07762909;17,48814964;17,89916992;18,44212914;19,48406029;20,29541969;21,89958;23,1740303;24,16497993;24,88748932;25,14431953;27,73712921;29,8313694;31,8350296;32,90293884;34,42955017;37,16014862;35,93214035;36,85390091;36,61128998;37,5345192;38,37345886;39,38053894;40,41431046;41,08026123;41,4527092;41,97895813;42,21620178
Puerto Rico (US);PRI;;;;;;;;;;;;;;;90,45614624;89,85471344;85,37393188;88,76780701;90,60862732;92,22786713;99,77429199;87,71877289;;90,4226532;;;;;112,47995;82,97062822
Korea, Dem. People's Rep.;PRK;;;;;;;;;;;;;;;;;;;;;94,8986969;;;;;;;;;
Portugal;PRT;;;;;;111,9889374;111,7112503;112,6238632;113,1362;100,0225372;101,1685867;99,90854645;103,0640106;104,7211685;107,5575485;109,0323868;109,9558563;110,881691;119,2065506;114,9400482;116,3916016;115,1982803;117,0640793;118,8694611;120,1580429;118,9727173;119,5064011;121,7294464;121,0134735;
Paraguay;PRY;46,1576004;48,46570969;52,05578995;56,24084854;62,72294998;65,84156799;69,342659;70,75283813;68,41777802;69,9641571;70,18151855;70,26437378;70,66465759;72,44406128;73,51091766;75,32007264;78,16397095;85,59043121;;;;84,27147776;;;;88,63564999;91,66036224;87,32631683;81,52458955;80,80233125
West Bank and Gaza;PSE;64,17976379;66,59819031;69,42301941;;74,38311005;77,62402344;80,38800812;82,09361267;84,43395233;87,8212738;89,18826294;91,19265747;91,60569763;91,29100037;91,16079712;90,61441824;90,47890977;89,76351368;89,38450677;89,24063358;89,92875482;90,23201889;91,15147479;91,43948441;92,10697799;92,35091002;92,97052449;92,75474214;92,15297217;
Pacific island small states;PSS;65,11708069;64,88886261;62,40446854;61,96688843;63,12622833;62,35440826;62,29726028;64,81645203;65,90998077;66,4432373;66,52871704;68,05452728;67,98423004;69,69075012;72,13794708;74,03034973;74,18874359;73,31269836;73,67472076;74,15078735;74,39102936;74,35530853;74,56587219;74,82357788;75,11470795;75,32685089;76,08061981;80,42024231;85,1495285;84,80506897
Post-demographic dividend;PST;;;;;101,241272;100,8755798;101,3416672;101,4865723;101,9055023;101,4264679;101,6755676;101,1697617;101,3238907;101,6526566;102,0903091;102,783783;102,406517;102,4612808;105,5840378;105,9926682;105,7235718;105,4104691;105,5325165;104,8951569;104,9262924;104,9281769;105,488533;104,6185989;103,3747787;103,4051132
French Polynesia;PYF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
